id,website,category,asin,title,price,brand,model_name,hard_drive,ram,screen_resolution,color,link
1,Amazon,laptop,B0F3CVDRCG,"2025 Laptop, Laptop Computer with Intel Quad-Core Processor(Up to 3.6GHz), 16GB DDR4 512GB SSD Windows 11 Laptop, 16.0"" IPS 1080P, USB3.2, Long Battery Life",1299.99,KAIGERR,AX16,‎512 GB SSD,‎DDR4,‎1920x1200 Pixels,‎Space Gray,https://www.amazon.com/KAIGERR-Computer-Quad-Core-Processor-Windows/dp/B0F3CVDRCG/ref=sr_1_2?dib=eyJ2IjoiMSJ9.v-yApDyN2828Li3aq2qO8-CNBj-27o_V_HnzlQC47ZbpZVEdAwpqQmTklPdpV-BuCHlVuAYZXyzXIWMOM03xnFStj79hdbjQ1ZDqy60JjsJpXhs7LcTAgPlcZZDzYupr3M_uXBd7OXvjw9rqxCNXguMaNtasr1oMsbTv9xlIc_QB4YJdZh-MaIPgfK7y-jmucbpd-wDmxPEq_lWLavL3A3LNlW4GQElcW-1ZxlsDyS4.vcyUeUs-VgxyHLWBSz0XkT8m7OP4pWcmTjB-qILp9rc&dib_tag=se&keywords=laptop&qid=1747523235&sr=8-2
2,Amazon,laptop,B0BS4BP8FB,"Acer Aspire 3 A315-24P-R7VH Slim Laptop | 15.6"" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode",299.99,acer,Laptop,‎128 GB SSD,‎8 GB LPDDR5,‎1920 x 1080 pixels,‎Silver,https://www.amazon.com/A315-24P-R7VH-Display-Quad-Core-Processor-Graphics/dp/B0BS4BP8FB/ref=sr_1_1?dib=eyJ2IjoiMSJ9.v-yApDyN2828Li3aq2qO8-CNBj-27o_V_HnzlQC47ZbpZVEdAwpqQmTklPdpV-BuCHlVuAYZXyzXIWMOM03xnFStj79hdbjQ1ZDqy60JjsJpXhs7LcTAgPlcZZDzYupr3M_uXBd7OXvjw9rqxCNXguMaNtasr1oMsbTv9xlIc_QB4YJdZh-MaIPgfK7y-jmucbpd-wDmxPEq_lWLavL3A3LNlW4GQElcW-1ZxlsDyS4.vcyUeUs-VgxyHLWBSz0XkT8m7OP4pWcmTjB-qILp9rc&dib_tag=se&keywords=laptop&qid=1747523235&sr=8-1
3,Amazon,laptop,B0DCSYTVDD,"HP 255 G10 Laptop for Home or Work, 16GB RAM, 1TB SSD, 15.6"" Full HD, Ryzen 3 7330U (Beat Intel i5-1135G7), HDMI, USB-C, Windows 11 Pro, Business and Fun Ready",449.99,HP,G10,‎1 TB SSD,‎16 GB DDR4,‎1920 x 1080 pixels,‎Silver,https://www.amazon.com/HP-255-i5-1135G7-Windows-Business/dp/B0DCSYTVDD/ref=sr_1_4?dib=eyJ2IjoiMSJ9.v-yApDyN2828Li3aq2qO8-CNBj-27o_V_HnzlQC47ZbpZVEdAwpqQmTklPdpV-BuCHlVuAYZXyzXIWMOM03xnFStj79hdbjQ1ZDqy60JjsJpXhs7LcTAgPlcZZDzYupr3M_uXBd7OXvjw9rqxCNXguMaNtasr1oMsbTv9xlIc_QB4YJdZh-MaIPgfK7y-jmucbpd-wDmxPEq_lWLavL3A3LNlW4GQElcW-1ZxlsDyS4.vcyUeUs-VgxyHLWBSz0XkT8m7OP4pWcmTjB-qILp9rc&dib_tag=se&keywords=laptop&qid=1747523235&sr=8-4
4,Amazon,laptop,B0947BJ67M,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",188.93,HP,14-dq0040nr,‎64 GB Emmc,‎4 GB DDR4,‎1366 x 768 pixels,‎Snowflake White,https://www.amazon.com/HP-Micro-edge-Microsoft-14-dq0040nr-Snowflake/dp/B0947BJ67M/ref=sr_1_3?dib=eyJ2IjoiMSJ9.v-yApDyN2828Li3aq2qO8-CNBj-27o_V_HnzlQC47ZbpZVEdAwpqQmTklPdpV-BuCHlVuAYZXyzXIWMOM03xnFStj79hdbjQ1ZDqy60JjsJpXhs7LcTAgPlcZZDzYupr3M_uXBd7OXvjw9rqxCNXguMaNtasr1oMsbTv9xlIc_QB4YJdZh-MaIPgfK7y-jmucbpd-wDmxPEq_lWLavL3A3LNlW4GQElcW-1ZxlsDyS4.vcyUeUs-VgxyHLWBSz0XkT8m7OP4pWcmTjB-qILp9rc&dib_tag=se&keywords=laptop&qid=1747523235&sr=8-3
5,Amazon,laptop,B0F29JT9V6,"Naclud Windows 11 Laptops, 17.3 Inch Laptop Computer with Core i3 Processor, 4GB DDR3 128GB SSD, 60800mWh Battery, FHD IPS Display, Type-C, HDMI, 5G WiFi, BT4.2, Webcam, USB3.2",229.99,Naclud,M17S,‎128 GB SSD,‎4 GB DDR3,‎1920 x 1080 pixels,‎Black,https://www.amazon.com/Naclud-Windows-Computer-Processor-60800mWh/dp/B0F29JT9V6/ref=sr_1_6?dib=eyJ2IjoiMSJ9.v-yApDyN2828Li3aq2qO8-CNBj-27o_V_HnzlQC47ZbpZVEdAwpqQmTklPdpV-BuCHlVuAYZXyzXIWMOM03xnFStj79hdbjQ1ZDqy60JjsJpXhs7LcTAgPlcZZDzYupr3M_uXBd7OXvjw9rqxCNXguMaNtasr1oMsbTv9xlIc_QB4YJdZh-MaIPgfK7y-jmucbpd-wDmxPEq_lWLavL3A3LNlW4GQElcW-1ZxlsDyS4.vcyUeUs-VgxyHLWBSz0XkT8m7OP4pWcmTjB-qILp9rc&dib_tag=se&keywords=laptop&qid=1747523235&sr=8-6
6,Amazon,laptop,B0CQN3FDH5,"LENOVO IdeaPad 1 Laptop, 15.6” FHD Display, Intel Celeron N4500 Processor, 20GB RAM, 1TB SSD, SD Card Reader, Numeric Keypad, HDMI, Wi-Fi 6, Windows 11 Home, 1 Year Office 365, Grey",399.0,LENOVO,IdeaPad 1 15IJL7,‎1 TB SSD,‎20 GB DDR4,‎1920 x 1080 pixels,‎Grey,https://www.amazon.com/LENOVO-IdeaPad-Display-Celeron-Processor/dp/B0CQN3FDH5/ref=sr_1_5?dib=eyJ2IjoiMSJ9.v-yApDyN2828Li3aq2qO8-CNBj-27o_V_HnzlQC47ZbpZVEdAwpqQmTklPdpV-BuCHlVuAYZXyzXIWMOM03xnFStj79hdbjQ1ZDqy60JjsJpXhs7LcTAgPlcZZDzYupr3M_uXBd7OXvjw9rqxCNXguMaNtasr1oMsbTv9xlIc_QB4YJdZh-MaIPgfK7y-jmucbpd-wDmxPEq_lWLavL3A3LNlW4GQElcW-1ZxlsDyS4.vcyUeUs-VgxyHLWBSz0XkT8m7OP4pWcmTjB-qILp9rc&dib_tag=se&keywords=laptop&qid=1747523235&sr=8-5
7,Amazon,laptop,B0F24RWCHF,"Windows 11 Laptops, 17.3 Inch Laptop Computer with Core i3 CPU, 4GB DDR4 128GB SSD, 60800mWh Battery, FHD IPS Display, Type-C, 5G WiFi, BT4.2, Webcam, USB3.2, HDMI, for Student and Business",239.99,SGIN,M17S,‎128 GB SSD,‎4 GB DDR4,‎1920 x 1080 Pixels,‎Black,https://www.amazon.com/SGIN-Windows-Computer-60800mWh-Business/dp/B0F24RWCHF/ref=sr_1_7?dib=eyJ2IjoiMSJ9.v-yApDyN2828Li3aq2qO8-CNBj-27o_V_HnzlQC47ZbpZVEdAwpqQmTklPdpV-BuCHlVuAYZXyzXIWMOM03xnFStj79hdbjQ1ZDqy60JjsJpXhs7LcTAgPlcZZDzYupr3M_uXBd7OXvjw9rqxCNXguMaNtasr1oMsbTv9xlIc_QB4YJdZh-MaIPgfK7y-jmucbpd-wDmxPEq_lWLavL3A3LNlW4GQElcW-1ZxlsDyS4.vcyUeUs-VgxyHLWBSz0XkT8m7OP4pWcmTjB-qILp9rc&dib_tag=se&keywords=laptop&qid=1747523235&sr=8-7
8,Amazon,laptop,B0B2D77YB8,"HP 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core, 8GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD Card), 1 Year Office 365, USB C, Win 11 S",224.1,HP,HP Laptop,‎64 GB SSD,‎8 GB DDR4,‎1366 x 768 pixels,‎Snowflake White,https://www.amazon.com/HP-Students-Business-Quad-Core-Storage/dp/B0B2D77YB8/ref=sr_1_8?dib=eyJ2IjoiMSJ9.v-yApDyN2828Li3aq2qO8-CNBj-27o_V_HnzlQC47ZbpZVEdAwpqQmTklPdpV-BuCHlVuAYZXyzXIWMOM03xnFStj79hdbjQ1ZDqy60JjsJpXhs7LcTAgPlcZZDzYupr3M_uXBd7OXvjw9rqxCNXguMaNtasr1oMsbTv9xlIc_QB4YJdZh-MaIPgfK7y-jmucbpd-wDmxPEq_lWLavL3A3LNlW4GQElcW-1ZxlsDyS4.vcyUeUs-VgxyHLWBSz0XkT8m7OP4pWcmTjB-qILp9rc&dib_tag=se&keywords=laptop&qid=1747523235&sr=8-8
9,Amazon,laptop,B0CRD43GY6,"ASUS Chromebook CX1, 15.6"" FHD NanoEdge Display, Intel Celeron N4500 Processor, 64GB eMMC Storage, 8GB RAM, ChromeOS, Transparent Silver, CX1500CKA-AS84F",189.99,ASUS,Chromebook CX1,‎64 GB SSD,‎4 LPDDR4X,‎1366 x 768 pixels,‎Transparent Silver,https://www.amazon.com/ASUS-Chromebook-Processor-Transparent-CX1500CKA-AS84F/dp/B0CRD43GY6/ref=sr_1_9?dib=eyJ2IjoiMSJ9.v-yApDyN2828Li3aq2qO8-CNBj-27o_V_HnzlQC47ZbpZVEdAwpqQmTklPdpV-BuCHlVuAYZXyzXIWMOM03xnFStj79hdbjQ1ZDqy60JjsJpXhs7LcTAgPlcZZDzYupr3M_uXBd7OXvjw9rqxCNXguMaNtasr1oMsbTv9xlIc_QB4YJdZh-MaIPgfK7y-jmucbpd-wDmxPEq_lWLavL3A3LNlW4GQElcW-1ZxlsDyS4.vcyUeUs-VgxyHLWBSz0XkT8m7OP4pWcmTjB-qILp9rc&dib_tag=se&keywords=laptop&qid=1747523235&sr=8-9
10,Amazon,laptop,B0F6WBK6W5,"HP 2025 New Student Business Laptop, Intel N150 CPU(Beats N4120), 14 Inch LED Screen, 16GB RAM, 384GB Storage(128GB UFS+256GB MSD), Wi-Fi 6, Copilot AI, Office Pro Lifetime, Windows 11 Pro,w/Mouse",329.99,HP,HP 14 Inch Laptop,‎128 GB Emmc,‎DDR4,‎1366 x 768 pixels,‎Silver,https://www.amazon.com/HP-Business-Laptop-14-Inch/dp/B0F6WBK6W5/ref=sr_1_10?dib=eyJ2IjoiMSJ9.v-yApDyN2828Li3aq2qO8-CNBj-27o_V_HnzlQC47ZbpZVEdAwpqQmTklPdpV-BuCHlVuAYZXyzXIWMOM03xnFStj79hdbjQ1ZDqy60JjsJpXhs7LcTAgPlcZZDzYupr3M_uXBd7OXvjw9rqxCNXguMaNtasr1oMsbTv9xlIc_QB4YJdZh-MaIPgfK7y-jmucbpd-wDmxPEq_lWLavL3A3LNlW4GQElcW-1ZxlsDyS4.vcyUeUs-VgxyHLWBSz0XkT8m7OP4pWcmTjB-qILp9rc&dib_tag=se&keywords=laptop&qid=1747523235&sr=8-10
